otu_id,Wood49,Wood32,Wood41,Wood35,Wood9,Wood18,Wood47,Wood29,Wood24,Wood42,Wood30,Wood17,Wood12,Wood51,Wood26,Wood43,Wood37,Wood44,Wood10,Wood28,Wood19,Wood34,Wood52,Wood3,Wood36,Wood22,Wood40,Wood21,Wood31,Wood45,Wood39,Wood27,Wood16,Wood33,Wood11,Wood48,Wood50,Wood38,Wood13,Wood46,Wood20,Wood1,Wood15,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source,,,,,,,
OTU_X108,0,1,4,0,0,0,0,0,0,0,1,6,0,0,1,0,10,0,0,2,3,105,4,0,6,0,61,465,0,0,0,0,3,8,1,15,54,0,1,0,0,0,1,100%|Talaromyces_calidicanius|JN899319|SH282948.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_calidicanius,Talaromyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X109,0,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,3,0,0,6,0,0,0,0,3,4,1745,218,0,0,0,6,0,0,100%|Stereum_complicatum|EU009969|SH196427.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum;s__Stereum_complicatum,Stereum,13,Saprotroph,Undefined Saprotroph,NULL,White Rot,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X110,21,1,64,0,5,0,0,0,0,59,99,0,0,18,0,0,0,24,0,13,87,5,2,0,0,0,0,0,0,0,37,86,0,29,0,13,12,105,0,0,3,0,61,100%|Xylariales_sp|AY699694|SH211877.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unidentified;g__unidentified;s__Xylariales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X111,0,4,50,0,0,9,0,1,6,7,2,10,71,0,18,1,0,33,0,0,0,2,11,80,0,104,0,65,1,1,78,3,0,9,20,45,0,44,11,0,15,0,20,100%|Talaromyces_proteolyticus|JN899387|SH200696.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_proteolyticus,Talaromyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X112,145,17,0,0,0,4,0,3,1,183,13,26,2,4,8,0,41,0,3,69,15,0,0,0,0,76,0,651,1,0,8,6,0,3,0,9,9,3,14,7,445,0,128,100%|Arachnopeziza_aurata|JN033393|SH216909.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Arachnopeziza;s__Arachnopeziza_aurata,Arachnopeziza,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X113,0,0,4,0,0,0,0,32,0,7,0,0,0,0,0,0,2,0,3,0,0,0,40,0,0,0,0,0,251,0,0,1,19,41,0,988,0,4,0,4,46,0,0,100%|Fungi_sp|GU083114|SH221700.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X115,0,7,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,4,664,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,100%|Helotiales_sp|FM180476|SH205755.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X116,3,11,0,0,0,0,0,0,1,65,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,23,0,0,1,5,0,0,0,4,1,47,0,0,524,0,0,100%|Cryptodiscus_sp|AJ877197|SH210980.07FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Cryptodiscus;s__Cryptodiscus_sp,Cryptodiscus,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X117,2,2,0,0,0,0,0,0,7,0,0,0,0,2,0,1,0,0,0,0,437,0,186,0,0,31,0,4,0,1,0,0,0,0,0,0,6,27,0,0,0,0,0,100%|Penicillium_sp|GU973797|SH204620.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_sp,Eurotiales,7,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Possible,NULL,b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158',,,,,,
OTU_X118,77,0,0,0,0,0,0,2,19,7,0,2,3,3,0,0,71,0,0,0,0,67,852,0,1,3,7,0,3,0,32,4,0,0,0,344,0,0,0,0,0,0,0,100%|Herpotrichiellaceae_sp|DQ309103|SH208607.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__Herpotrichiellaceae_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X1186,0,2,26,49,40,0,3,1389,3,73,20,10,0,128,1,1,13,65,9,23,8,1,12,1,0,0,75,154,0,0,2,77,6,8,20,39,143,13,123,2,30,7,6,100%|Trichoderma_koningiopsis|KJ174211|SH350573.07FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_koningiopsis,Hypocreales,7,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Possible,NULL,b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158',,,,,,
OTU_X119,1,0,3,0,0,0,0,100,0,6,0,21,12,16,1,1,22,0,2,2,4,6,0,7,0,1,8,225,0,0,38,0,1,63,0,10,1,2,0,1,87,0,42,100%|Chaetothyriales_sp|KF359573|SH217842.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X12,0,1210,1,25,3,410,0,780,0,77,337,121,138,0,8,3710,52,1,5752,0,83,4,3628,0,1,0,2745,5,0,7,0,0,0,1480,6,0,902,4359,0,4,15537,0,0,100%|Botryobasidium_candicans|UDB016409|SH096474.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__Botryobasidium_candicans,Botryobasidium,13,Saprotroph,Undefined Saprotroph,Resupinate,White Rot,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X120,0,0,779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100%|Thelephoraceae_sp|HE820656|SH205656.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X121,3,5,0,0,0,0,35,101,0,1,0,267,37,0,223,21,79,0,17,0,0,10,245,40,0,0,17,27,0,2,0,0,0,2,0,0,0,0,0,0,0,15,0,100%|Mycosphaerellaceae_sp._KH00300|GU017512|unidentified|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp._KH00300,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X122,1,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,9,0,5,1,0,0,0,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,100%|Leotiomycetes_sp|FJ552853|SH181095.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,1,0,0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,2,0,0,41,100%|Phialocephala_fusca|AB671500|SH198583.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala;s__Phialocephala_fusca,Phialocephala,13,Symbiotroph,Endophyte,NULL,NULL,Highly Probable,Dark Septate Endophyte, known from plant roots.,b'Newsham 2011. New Phytologist 190:783-793 (as DSE)',,,,,,
OTU_X124,0,0,3,0,0,2,17,147,0,35,0,11,15,0,254,0,0,0,35,38,10,1,0,1,6,0,94,47,0,0,1,45,0,9,0,79,2,30,0,24,22,39,12,100%|Capronia_sp|AF050257|SH198017.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_sp,Capronia,13,Symbiotroph,Endophyte,Facultative Yeast,NULL,Highly Probable,Dark Septate Endophyte, known from plant roots.,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,
OTU_X125,1,3,0,0,1,53,4,0,0,50,0,44,0,1,39,0,117,0,0,0,3,77,328,0,0,0,74,8,0,0,0,0,0,0,0,0,0,3,2,12,0,4,0,100%|Chaetosphaeriaceae_sp|AF178548|SH198585.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__unidentified;s__Chaetosphaeriaceae_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X126,0,0,0,0,3,0,0,0,1,4,2,0,0,0,0,0,6,143,0,0,1,0,0,82,14,12,2,1,0,17,477,0,0,0,0,0,0,0,1,0,0,0,92,100%|Cryptococcus_sp._ATCC_MYA-4669|KC171331|unidentified|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trichosporonaceae;g__Cryptococcus;s__Cryptococcus_sp._ATCC_MYA-4669,Tremellales,7,Pathotroph-Saprotroph-Symbiotroph,Undefined Saprotroph,Tremelloid-Yeast,NULL,Possible,The order contains both teleomorphic and anamorphic species, most of the latter being yeasts,b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158',,,,,
OTU_X127,1,0,48,0,3,0,0,22,0,63,102,4,8,6,0,0,4,12,3,3,1,29,2,32,7,216,2,0,59,0,2,0,327,12,0,2,2,24,0,0,97,0,150,100%|Meliniomyces_variabilis|AY762619|SH181078.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis;f__Incertae_sedis;g__Meliniomyces;s__Meliniomyces_variabilis,Meliniomyces,13,Saprotroph-Symbiotroph,Mycorrhizal,Dark Septate Endophyte,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X129,0,0,0,2,0,0,0,54,48,58,6,26,5,2,0,0,0,0,682,0,38,0,57,0,0,0,14,2,68,1,0,12,1,31,197,2,101,0,0,0,407,0,1,100%|Atheliaceae_sp|EU292269|SH180227.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__unidentified;s__Atheliaceae_sp,Atheliaceae,9,Pathotroph-Saprotroph-Symbiotroph,Mycorrhizal,Corticioid,NULL,Possible,Many species form ectomycorrhizal associations, often occupying a dominant position in mycorrhizal communities. Other species are pathogens of many different plants and even lichens, and one species has even been suggested to form a lichen association with cyanobacteria. Yet more species are sparse and active decomposers, and a few are aquatic (Cannon & Kirk 2007),b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge',,
OTU_X13,1816,0,0,0,1,3,1,0,1,0,0,697,0,2,0,0,0,5,1,1,0,3,1,1,0,0,2,0,0,0,0,0,5,0,0,37104,7832,0,3,1,0,0,0,100%|uncultured_Hypocreaceae|JX860465|unidentified|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__uncultured_Hypocreaceae,Hypocreales,7,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Possible,NULL,b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158',,,,,,
OTU_X130,231,0,0,0,0,0,4,0,0,0,0,241,0,0,0,0,5,0,0,3,0,298,0,1,0,0,0,13,1,0,16,0,0,0,0,54,0,0,0,0,0,0,64,100%|Russula_sp|DQ777982|SH219870.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp,Russula,13,Symbiotroph,Mycorrhizal,Agaricoid,NULL,Highly Probable,NULL,b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html',,,,,
OTU_X131,1,1,17,1,4,0,0,51,8,0,19,7,0,13,1,1,4,0,0,6,0,155,8,0,0,0,1,0,3,0,0,38,100,20,2,6,781,11,0,0,1,1,3,100%|Chloridium_sp|EF029220|SH181582.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium;s__Chloridium_sp,Chloridium,13,Symbiotroph,Mycorrhizal,NULL,NULL,Highly Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X132,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,9,0,0,0,511,5,0,0,0,0,0,0,0,0,0,100%|Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae,Pezoloma,13,Pathotroph-Saprotroph-Symbiotroph,Plant Pathogen,NULL,NULL,Probable,Synonym: Hymenoscyphus,b'Tedersoo L, et al. 2014. Science 346:1256688 (as saprotroph); Baral and Krieglsteiner 2006. Acta Mycologica 41:11-20 (as pathogen); Huhtinen et al. 2010. Nova Hedwigia 90:413-431, Bent et al. 2011. Applied and Environmental Microbiology 77:3351-3359 (as ericoid mycorrhizae)',,,,,
OTU_X133,0,0,4,0,0,0,0,129,0,18,6,0,0,0,0,0,0,0,0,2,0,0,0,25,1,0,0,4,50,8,0,229,285,44,0,43,0,0,0,0,4,0,3,100%|Leotiomycetes_sp|AB847029|SH181082.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100%|Chaetothyriales_sp|DQ309133|SH208578.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X135,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Botryobasidium_laeve|UDB016395|SH457436.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__Botryobasidium_laeve,Botryobasidium,13,Saprotroph,Undefined Saprotroph,Resupinate,White Rot,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X137,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,214,0,0,5,0,0,14,0,0,0,384,0,0,0,2,0,0,1,0,0,0,12,1,0,1,0,0,100%|Rhodotorula_lignophila|AF444513|SH199442.07FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Rhodotorula;s__Rhodotorula_lignophila,Rhodotorula,13,Pathotroph-Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,Opportunistic human pathogen,b'http://www.cdc.gov',,,,,,,
OTU_X138,2,6,0,0,19,0,7,21,0,0,10,18,5,1,0,1,107,7,1,3,0,2,14,2,0,0,47,138,2,1,3,8,0,6,0,53,22,13,14,0,0,15,1,100%|Cladophialophora_devriesii|EU103985|SH188929.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_devriesii,Cladophialophora,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Probable,NULL,b'James TY, et al. 2006. Nature 443:818-822',,,,,,
OTU_X14,0,0,0,0,0,2272,0,37223,0,0,0,0,0,0,0,0,2,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,0,0,100%|Phallaceae_sp|AF324158|SH207226.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae;g__unidentified;s__Phallaceae_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X140,42,5,7,2,0,1,0,32,7,6,0,35,1,14,0,5,9,0,23,2,7,55,1,4,13,8,21,180,0,0,71,32,6,14,0,22,0,7,27,46,105,10,118,100%|Cladophialophora_sp|UDB004109|SH193249.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp,Cladophialophora,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Probable,NULL,b'James TY, et al. 2006. Nature 443:818-822',,,,,,
OTU_X141,0,6,0,0,0,0,9,4,0,66,21,37,2,0,19,32,24,0,0,0,180,6,0,0,0,0,264,0,0,0,0,31,8,5,0,0,6,7,0,29,39,0,0,100%|Fungi_sp|KF274213|SH200320.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X142,0,0,0,0,0,0,0,203,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,463,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,100%|Ascomycota_sp|GQ996179|SH183895.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X143,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,100%|Tremellomycetes_sp|HM044648|SH197557.07FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X144,0,64,0,0,0,1,0,16,63,3,0,389,0,121,2,12,0,0,3,0,0,0,6,1,0,217,0,0,0,0,0,10,0,0,0,0,9,44,0,0,0,0,2,100%|Lactarius_quietus|UDB011494|SH220118.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_quietus,Lactarius,13,Symbiotroph,Mycorrhizal,Agaricoid,NULL,Highly Probable,Common name - milk-cap,b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html',,,,,
OTU_X146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,6,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,100%|Rhodotorula_pustula|AF444531|SH199341.07FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Rhodotorula;s__Rhodotorula_pustula,Rhodotorula,13,Pathotroph-Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,Opportunistic human pathogen,b'http://www.cdc.gov',,,,,,,
OTU_X147,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,177,0,0,0,0,0,229,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,31,100%|fungal_sp._JH_104|LK052794|unidentified|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal_sp._JH_104,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
